Gender,Age,Tenure_Months,Monthly_Minutes,Data_Usage_GB,Support_Calls,Monthly_Charges,Total_Charges,Late_Payments,Satisfaction_Score,Complaints,Phone_Service,Churn,Avg_Charge_Per_Month,Charge_Deviation,Support_Call_Rate,CLV_Proxy,Late_Payment_Ratio,Engagement_Score,High_Risk_Flag,Location_Suburban,Location_Urban,Contract_Type_One Year,Contract_Type_Two Year,Payment_Method_Credit Card,Payment_Method_Electronic Check,Payment_Method_Mailed Check,Internet_Service_Fiber Optic,Internet_Service_No,Tenure_Category_12-24m,Tenure_Category_24-48m,Tenure_Category_48-72m,Tenure_Category_6-12m
0,30,10,658.0,1.4,3.0,112.38,1034.57,1,3.0,0,0,1,103.46,47.04,0.3,1123.8,0.1,0.4598,0,1,0,0,1,1,0,0,1,0,0,0,0,1
0,33,31,799.0,1.4,3.0,63.65,1954.19,0,2.0,0,1,1,63.04,-1.69,0.0968,1973.15,0.0,0.4538,0,0,1,0,0,1,0,0,0,0,0,1,0,0
1,41,27,745.0,0.7,3.5,84.47,2323.07,0,2.0,1,1,0,86.04,19.13,0.1296,2280.69,0.0,0.4193,0,1,0,0,0,0,1,0,1,0,0,1,0,0
0,30,23,276.0,6.0,1.0,24.27,502.32,1,3.0,3,1,0,21.84,-41.07,0.0435,558.21,0.0435,0.4038,0,0,0,1,0,0,0,1,1,0,1,0,0,0
0,41,23,730.0,4.9,0.0,32.66,693.7,2,2.0,0,0,0,30.16,-32.68,0.0,751.18,0.087,0.4962,0,0,1,1,0,1,0,0,0,1,1,0,0,0
0,43,27,837.0,4.3,2.0,79.2,2106.56,1,3.0,0,1,1,78.02,13.86,0.0741,2138.4,0.037,0.5854,0,0,1,0,0,0,0,0,0,1,0,1,0,0
0,19,11,385.0,3.8,1.0,78.43,956.3499999999999,1,4.0,0,1,0,86.94,13.09,0.0909,862.73,0.0909,0.4623,0,1,0,0,0,0,0,0,1,0,0,0,0,1
0,33,48,321.0,2.3,1.0,78.87,3778.43,0,4.0,0,1,0,78.72,13.53,0.0208,3785.76,0.0,0.4083,0,0,1,0,0,0,1,0,0,0,0,1,0,0
1,55,4,495.0,7.3,2.0,65.08,290.8,0,1.0,1,1,0,72.7,-0.26,0.5,260.32,0.0,0.3934,0,0,1,1,0,1,0,0,1,0,0,0,0,0
1,63,51,535.0,12.8,0.0,84.31,4364.63,3,5.0,0,1,0,85.58,18.97,0.0,4299.81,0.0588,0.7569,0,0,0,1,0,0,0,1,1,0,0,0,1,0
1,18,10,429.0,2.9,1.0,39.14,399.81,1,5.0,0,1,0,39.98,-26.2,0.1,391.4,0.1,0.5215,0,1,0,0,0,0,1,0,0,1,0,0,0,1
0,66,3,262.0,2.6,3.5,57.3,217.2,3,2.0,0,1,1,72.4,-8.04,1.1667,171.9,1.0,0.2716,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1,28,21,794.0,0.9,3.0,114.99,2410.55,1,3.0,0,1,0,114.79,49.65,0.1429,2414.79,0.0476,0.5021,0,0,1,0,0,1,0,0,0,0,1,0,0,0
1,68,11,328.0,5.6,2.0,60.39,634.5,3,1.0,0,1,0,57.68,-4.95,0.1818,664.29,0.2727,0.2959,0,1,0,0,1,0,1,0,1,0,0,0,0,1
0,52,40,398.0,4.1,0.0,91.92,3733.01,0,2.0,1,1,1,93.33,26.58,0.0,3676.8,0.0,0.3532,0,1,0,0,0,0,1,0,0,0,0,1,0,0
0,60,13,521.0,15.25,2.0,58.16,743.16,1,4.0,1,0,1,57.17,-7.18,0.1538,756.08,0.0769,0.7397,0,1,0,1,0,0,1,0,0,0,1,0,0,0
0,46,26,205.0,4.4,2.0,71.69,1801.01,1,5.0,1,1,0,69.27,6.35,0.0769,1863.94,0.0385,0.4651,0,0,1,1,0,1,0,0,0,0,0,1,0,0
1,54,8,190.0,1.7,2.0,92.21,779.81,2,4.0,2,1,1,97.48,26.87,0.25,737.68,0.25,0.3463,0,0,0,0,1,0,0,1,0,0,0,0,0,1
1,34,5,413.0,4.1,0.0,34.38,215.0,0,2.0,2,1,1,43.0,-30.96,0.0,171.9,0.0,0.359,0,1,0,1,0,0,0,1,0,1,0,0,0,0
0,56,11,665.0,15.25,2.0,98.3,1107.48,1,2.0,2,0,1,100.68,32.96,0.1818,1081.3,0.0909,0.6749,1,1,0,0,0,1,0,0,1,0,0,0,0,1
0,59,22,537.0,6.4,1.0,57.29,1264.78,0,2.0,2,1,0,57.49,-8.05,0.0455,1260.38,0.0,0.4517,0,1,0,0,1,0,0,0,0,0,1,0,0,0
1,45,25,88.0,0.7,0.0,77.64,1932.2,1,1.0,1,1,0,77.29,12.3,0.0,1941.0,0.04,0.1075,0,0,1,1,0,0,0,0,0,0,0,1,0,0
1,46,20,777.0,2.1,3.5,46.56,903.39,2,1.0,1,1,1,45.17,-18.78,0.175,931.2,0.1,0.3992,0,0,0,1,0,0,0,1,1,0,1,0,0,0
0,60,72,659.0,1.8,0.0,49.39,3615.27,1,3.0,1,1,0,50.21,-15.95,0.0,3556.08,0.0139,0.468,0,0,1,0,0,0,1,0,1,0,0,0,1,0
0,20,28,538.0,9.7,3.0,28.85,774.58,1,3.0,1,1,0,27.66,-36.49,0.1071,807.8,0.0357,0.577,0,0,1,0,0,1,0,0,0,0,0,1,0,0
1,69,64,532.0,4.7,2.0,41.93,2609.74,2,5.0,1,1,0,40.78,-23.41,0.0312,2683.52,0.0312,0.5964,0,1,0,1,0,1,0,0,0,1,0,0,1,0
0,27,3,634.0,8.3,1.0,65.35,237.92,0,2.0,0,1,0,79.31,0.01,0.3333,196.05,0.0,0.5263,0,1,0,0,1,1,0,0,0,0,0,0,0,0
1,59,1,965.0,1.0,3.0,66.47,59.88,2,4.0,2,0,0,59.88,1.13,3.0,66.47,2.0,0.6296,0,1,0,1,0,1,0,0,0,0,0,0,0,0
1,31,8,676.0,11.9,0.0,83.17,702.59,0,2.0,1,1,0,87.82,17.83,0.0,665.36,0.0,0.6132,0,1,0,0,1,1,0,0,0,0,0,0,0,1
1,29,3,559.0,0.3,3.0,58.75,179.13,2,1.0,0,0,1,59.71,-6.59,1.0,176.25,0.6667,0.2802,0,0,1,1,0,0,1,0,1,0,0,0,0,0
1,64,17,254.0,2.3,2.0,90.82,1567.87,2,2.0,0,1,0,92.23,25.48,0.1176,1543.94,0.1176,0.2626,0,0,0,0,0,0,1,0,1,0,1,0,0,0
0,59,17,532.0,0.1,0.0,91.3,1517.34,3,2.0,5,1,1,89.26,25.96,0.0,1552.1,0.1765,0.3259,1,0,1,1,0,0,0,0,0,0,1,0,0,0
0,47,20,654.0,1.0,1.0,49.96,1057.88,3,2.0,0,1,1,52.89,-15.38,0.05,999.2,0.15,0.3904,0,0,0,1,0,0,1,0,1,0,1,0,0,0
1,49,32,476.0,15.25,2.0,20.0,581.21,0,2.0,0,1,0,18.16,-45.34,0.0625,640.0,0.0,0.6025,0,0,1,1,0,1,0,0,0,0,0,1,0,0
1,49,72,395.0,0.4,1.0,73.56,4466.516250000001,1,3.0,0,1,0,62.03,8.22,0.0139,5296.32,0.0139,0.3393,0,1,0,0,1,0,0,0,1,0,0,0,1,0
1,59,50,610.0,0.8,1.0,63.88,3161.92,1,3.0,0,1,1,63.24,-1.46,0.02,3194.0,0.02,0.4296,0,0,1,0,0,0,1,0,0,0,0,0,1,0
1,49,3,302.0,12.9,0.0,35.03,88.97,2,5.0,2,1,0,29.66,-30.31,0.0,105.09,0.6667,0.6695,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,43,9,673.0,6.2,1.0,103.03,979.18,0,5.0,0,1,0,108.8,37.69,0.1111,927.27,0.0,0.6799,0,0,0,0,1,0,0,0,1,0,0,0,0,1
0,68,7,412.0,2.6,1.0,53.66,347.98,1,3.0,0,1,0,49.71,-11.68,0.1429,375.62,0.1429,0.3891,0,0,1,0,0,1,0,0,0,1,0,0,0,1
0,18,4,75.0,0.4,3.0,38.53,132.59,0,1.0,0,1,1,33.15,-26.81,0.75,154.12,0.0,0.0966,0,1,0,1,0,0,1,0,0,1,0,0,0,0
0,59,18,409.0,7.7,2.0,121.99,2200.38,2,5.0,2,1,1,122.24,56.65,0.1111,2195.82,0.1111,0.6083,0,1,0,0,1,0,1,0,1,0,1,0,0,0
0,19,19,488.0,3.4,2.0,56.24,1002.76,3,1.0,1,1,0,52.78,-9.1,0.1053,1068.56,0.1579,0.3139,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1,34,6,610.0,2.0,1.0,64.93,480.96,2,2.0,0,1,0,80.16,-0.41,0.1667,389.58,0.3333,0.3932,0,0,0,0,1,1,0,0,1,0,0,0,0,0
1,47,29,587.0,2.2,2.0,74.26,2131.49,1,2.0,0,0,0,73.5,8.92,0.069,2153.54,0.0345,0.3883,0,0,1,0,0,0,1,0,1,0,0,1,0,0
1,56,31,241.0,3.5,1.0,31.85,1019.08,0,3.0,1,1,0,32.87,-33.49,0.0323,987.35,0.0,0.3412,0,0,1,1,0,1,0,0,0,1,0,1,0,0
1,24,1,524.0,4.0,1.0,46.63,61.65,0,2.0,2,1,0,61.65,-18.71,1.0,46.63,0.0,0.3996,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1,69,12,393.0,8.5,0.0,59.69,640.63,1,3.0,1,1,0,53.39,-5.65,0.0,716.28,0.0833,0.4979,0,0,1,1,0,1,0,0,1,0,0,0,0,1
0,44,53,427.0,7.4,0.0,104.06,4466.516250000001,1,5.0,2,1,0,84.27,38.72,0.0,5515.18,0.0189,0.6093,0,0,1,1,0,0,0,1,0,0,0,0,1,0
1,26,17,300.0,7.3,2.0,41.23,679.86,1,2.0,1,1,1,39.99,-24.11,0.1176,700.91,0.0588,0.3786,0,1,0,0,0,0,1,0,1,0,1,0,0,0
0,39,10,489.0,6.5,3.0,89.74,915.34,3,4.0,1,1,0,91.53,24.4,0.3,897.4,0.3,0.5553,0,0,1,1,0,0,1,0,0,1,0,0,0,1
0,51,7,1043.5,7.1,2.0,76.22,593.75,1,5.0,0,1,0,84.82,10.88,0.2857,533.54,0.1429,0.8397,0,0,1,0,1,0,1,0,1,0,0,0,0,1
0,63,6,871.0,5.7,3.0,61.83,423.55,0,1.0,1,0,0,70.59,-3.51,0.5,370.98,0.0,0.506,0,0,1,1,0,0,0,0,0,1,0,0,0,0
0,66,2,300.0,10.1,0.0,46.37,119.63,0,4.0,0,1,0,59.82,-18.97,0.0,92.74,0.0,0.5537,0,1,0,0,1,1,0,0,0,0,0,0,0,0
1,18,40,513.0,4.1,0.0,37.62,1476.19,3,4.0,0,1,0,36.9,-27.72,0.0,1504.8,0.075,0.5173,0,1,0,0,0,0,1,0,0,1,0,1,0,0
0,26,2,437.0,3.7,1.0,133.08375,265.67,0,3.0,1,1,1,132.84,67.74,0.5,266.17,0.0,0.4203,0,0,1,1,0,0,0,0,0,1,0,0,0,0
0,37,8,528.0,6.0,3.5,92.53,776.42,1,3.0,0,0,1,97.05,27.19,0.4375,740.24,0.125,0.5004,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,36,1,683.0,0.9,1.0,57.87,23.46,0,1.0,3,1,1,23.46,-7.47,1.0,57.87,0.0,0.3395,0,0,1,0,1,1,0,0,0,0,0,0,0,0
1,53,36,474.0,7.5,3.0,61.85,2228.13,1,1.0,0,1,1,61.89,-3.49,0.0833,2226.6,0.0278,0.3892,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1,57,1,357.0,13.8,1.0,49.89,64.47,1,5.0,1,1,1,64.47,-15.45,1.0,49.89,1.0,0.7083,0,1,0,0,0,0,1,0,1,0,0,0,0,0
1,62,8,731.0,1.8,1.0,28.12,158.16,2,3.0,2,1,1,19.77,-37.22,0.125,224.96,0.25,0.4956,0,0,1,0,0,0,0,0,1,0,0,0,0,1
0,21,20,253.0,4.7,2.0,50.54,997.34,2,3.0,1,1,0,49.87,-14.8,0.1,1010.8,0.1,0.3694,0,1,0,0,0,1,0,0,0,1,1,0,0,0
0,26,12,537.0,0.2,1.0,53.75,664.59,0,2.0,1,1,0,55.38,-11.59,0.0833,645.0,0.0,0.3298,0,1,0,0,1,1,0,0,1,0,0,0,0,1
1,58,7,202.0,7.3,2.0,101.13,687.81,0,5.0,1,1,1,98.26,35.79,0.2857,707.91,0.0,0.521,0,0,1,0,0,0,1,0,1,0,0,0,0,1
0,39,7,294.0,4.1,2.0,65.86,532.68,1,3.0,0,1,0,76.1,0.52,0.2857,461.02,0.1429,0.3734,0,0,0,0,1,1,0,0,0,0,0,0,0,1
1,35,38,648.0,5.6,3.5,49.42,1830.43,2,3.0,0,1,0,48.17,-15.92,0.0921,1877.96,0.0526,0.5386,0,0,1,0,0,0,0,0,0,1,0,1,0,0
1,29,72,364.0,0.8,0.0,107.81,4466.516250000001,0,1.0,0,1,0,62.03,42.47,0.0,7762.32,0.0,0.2153,0,0,1,0,1,0,0,0,1,0,0,0,1,0
0,59,10,124.0,8.3,0.0,46.92,552.07,1,5.0,0,1,0,55.21,-18.42,0.0,469.2,0.1,0.5108,0,0,1,1,0,0,0,0,0,0,0,0,0,1
0,60,1,355.0,1.5,2.0,57.56,111.91,0,4.0,2,1,0,111.91,-7.78,2.0,57.56,0.0,0.4056,0,0,1,0,0,0,1,0,0,0,0,0,0,0
0,56,1,334.0,5.8,2.0,96.47,155.36,1,1.0,0,1,0,155.36,31.13,2.0,96.47,1.0,0.3021,0,0,1,0,0,1,0,0,1,0,0,0,0,0
0,26,34,247.0,4.5,3.0,38.88,1291.77,1,5.0,0,1,0,37.99,-26.46,0.0882,1321.92,0.0294,0.4832,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,23,19,610.0,5.3,0.0,46.75,822.62,1,2.0,1,1,1,43.3,-18.59,0.0,888.25,0.0526,0.4581,0,0,1,0,0,0,1,0,0,0,1,0,0,0
1,36,36,190.0,0.3,0.0,50.67,1834.98,1,4.0,1,1,0,50.97,-14.67,0.0,1824.12,0.0278,0.3187,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1,65,28,382.0,6.8,1.0,74.11,2041.1,1,1.0,2,1,1,72.9,8.77,0.0357,2075.08,0.0357,0.3402,0,1,0,0,0,0,0,1,1,0,0,1,0,0
1,64,57,526.0,7.9,3.0,23.39,1321.37,1,3.0,1,1,0,23.18,-41.95,0.0526,1333.23,0.0175,0.537,0,0,0,0,0,0,1,0,1,0,0,0,1,0
1,24,52,431.0,3.2,3.0,59.44,3047.91,1,5.0,0,1,0,58.61,-5.9,0.0577,3090.88,0.0192,0.5282,0,0,0,1,0,0,0,1,0,0,0,0,1,0
0,33,37,419.0,2.6,1.0,37.3,1346.57,1,3.0,0,1,1,36.39,-28.04,0.027,1380.1,0.027,0.3918,0,1,0,0,0,0,0,0,1,0,0,1,0,0
1,22,15,355.0,2.1,2.0,58.28,916.55,1,1.0,0,1,0,61.1,-7.06,0.1333,874.2,0.0667,0.2374,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1,33,8,256.0,13.1,1.0,77.68,589.84,2,1.0,1,1,0,73.73,12.34,0.125,621.44,0.25,0.4158,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1,18,16,372.0,7.0,0.0,36.1,588.3,4,1.0,1,1,1,36.77,-29.24,0.0,577.6,0.25,0.3403,0,0,0,0,0,1,0,0,1,0,1,0,0,0
0,68,16,631.0,6.0,1.0,33.33,499.24,0,5.0,0,0,0,31.2,-32.01,0.0625,533.28,0.0,0.6599,0,1,0,0,0,0,0,1,0,0,1,0,0,0
0,54,22,413.0,13.0,2.0,51.99,1131.59,2,5.0,0,1,0,51.44,-13.35,0.0909,1143.78,0.0909,0.7141,0,0,1,0,0,0,1,0,0,1,1,0,0,0
0,56,4,533.0,2.1,3.0,50.85,93.49,1,3.0,2,1,1,23.37,-14.49,0.75,203.4,0.25,0.4256,0,0,1,0,0,0,1,0,0,0,0,0,0,0
0,36,25,723.0,5.0,2.0,82.87,2017.33,1,1.0,3,1,1,80.69,17.53,0.08,2071.75,0.04,0.4355,1,1,0,1,0,0,0,1,0,0,0,1,0,0
1,54,14,619.0,5.8,0.0,20.0,309.87,2,5.0,2,1,1,22.13,-45.34,0.0,280.0,0.1429,0.6514,0,0,1,0,0,0,0,1,0,1,1,0,0,0
1,34,23,244.0,15.25,1.0,60.28,1325.5,0,4.0,1,1,0,57.63,-5.06,0.0435,1386.44,0.0,0.6335,0,0,1,0,0,1,0,0,0,0,1,0,0,0
0,43,6,589.0,2.8,2.0,40.71,242.57,2,3.0,1,1,1,40.43,-24.63,0.3333,244.26,0.3333,0.4609,0,1,0,0,0,0,1,0,1,0,0,0,0,0
0,39,13,709.0,2.6,3.0,30.99,399.73,2,4.0,0,1,0,30.75,-34.35,0.2308,402.87,0.1538,0.5629,0,0,0,0,1,0,1,0,0,1,1,0,0,0
1,25,5,383.0,0.4,3.0,37.11,229.84,0,2.0,2,1,0,45.97,-28.23,0.6,185.55,0.0,0.2747,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,50,49,182.0,0.5,2.0,43.17,2044.66,2,4.0,0,1,0,41.73,-22.17,0.0408,2115.33,0.0408,0.3196,0,1,0,0,1,0,0,1,1,0,0,0,1,0
0,19,16,411.0,3.6,1.0,33.85,541.1,2,2.0,2,1,0,33.82,-31.49,0.0625,541.6,0.125,0.3484,0,1,0,0,1,0,0,1,0,0,1,0,0,0
0,47,6,537.0,0.9,1.0,40.72,214.6,1,1.0,0,1,1,35.77,-24.62,0.1667,244.32,0.1667,0.2836,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0,64,1,618.0,0.4,0.0,57.94,142.55,1,3.0,1,1,0,142.55,-7.4,0.0,57.94,1.0,0.4248,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,37,27,395.0,15.25,1.0,37.01,1099.88,1,1.0,3,1,1,40.74,-28.33,0.037,999.27,0.037,0.5114,0,1,0,0,0,0,1,0,0,0,0,1,0,0
1,35,5,92.0,15.1,0.0,63.36,371.6,1,5.0,0,1,0,74.32,-1.98,0.0,316.8,0.2,0.6323,0,1,0,1,0,0,0,0,1,0,0,0,0,0
1,60,72,244.0,2.0,3.0,75.67,4466.516250000001,0,2.0,1,1,0,62.03,10.33,0.0417,5448.24,0.0,0.2529,0,0,1,1,0,1,0,0,1,0,0,0,1,0
1,27,18,571.0,7.8,1.0,69.49,1237.89,0,2.0,0,1,0,68.77,4.15,0.0556,1250.82,0.0,0.4923,0,1,0,0,0,0,0,0,1,0,1,0,0,0
0,41,8,898.0,10.3,2.0,53.8,423.39,2,2.0,0,1,1,52.92,-11.54,0.25,430.4,0.25,0.6668,0,1,0,0,0,1,0,0,0,1,0,0,0,1
0,21,25,495.0,3.1,1.0,67.74,1675.27,3,3.0,1,1,0,67.01,2.4,0.04,1693.5,0.12,0.4307,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,54,7,762.0,1.3,1.0,25.42,194.3,0,2.0,3,1,0,27.76,-39.92,0.1429,177.94,0.0,0.4377,0,1,0,0,1,0,1,0,0,0,0,0,0,1
1,21,41,288.0,0.7,3.5,29.99,1194.87,0,1.0,3,1,0,29.14,-35.35,0.0854,1229.59,0.0,0.1842,0,0,1,0,1,1,0,0,0,1,0,1,0,0
1,30,8,370.0,0.8,2.0,71.46,517.02,3,1.0,0,1,1,64.63,6.12,0.25,571.68,0.375,0.2176,0,1,0,0,0,0,1,0,0,0,0,0,0,1
1,42,72,50.0,8.0,2.0,54.47,3895.44,0,2.0,0,0,0,54.1,-10.87,0.0278,3921.84,0.0,0.2965,0,0,1,0,0,1,0,0,1,0,0,0,1,0
0,30,22,573.0,2.4,0.0,57.03,1228.3,0,3.0,0,0,1,55.83,-8.31,0.0,1254.66,0.0,0.4469,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1,35,44,321.0,5.9,0.0,51.22,2191.86,1,2.0,0,0,0,49.82,-14.12,0.0,2253.68,0.0227,0.3591,0,0,1,0,1,0,1,0,1,0,0,1,0,0
1,41,1,619.0,3.9,1.0,83.87,167.45,2,5.0,0,1,0,167.45,18.53,1.0,83.87,2.0,0.614,0,0,1,0,1,0,1,0,1,0,0,0,0,0
1,19,10,399.0,2.5,0.0,101.28,1056.94,0,2.0,3,1,0,105.69,35.94,0.0,1012.8,0.0,0.3221,1,1,0,0,0,0,1,0,0,0,0,0,0,1
1,65,32,904.0,0.7,1.0,49.13,1598.53,2,3.0,2,1,1,49.95,-16.21,0.0312,1572.16,0.0625,0.5403,0,0,1,0,0,0,0,0,1,0,0,1,0,0
1,50,25,858.0,2.0,0.0,64.04,1585.46,1,4.0,0,1,1,63.42,-1.3,0.0,1601.0,0.04,0.6082,0,0,1,0,0,1,0,0,0,1,0,1,0,0
1,36,5,50.0,9.2,2.0,81.41,404.86,0,1.0,1,1,0,80.97,16.07,0.4,407.05,0.0,0.2601,0,0,0,1,0,0,1,0,0,1,0,0,0,0
1,26,10,618.0,8.3,3.5,78.27,834.92,0,5.0,1,0,1,83.49,12.93,0.35,782.7,0.0,0.7002,0,0,1,1,0,0,0,0,0,1,0,0,0,1
0,45,7,351.0,0.1,1.0,41.96,332.86,0,1.0,0,1,0,47.55,-23.38,0.1429,293.72,0.0,0.1965,0,0,1,1,0,0,0,0,0,0,0,0,0,1
0,52,22,629.0,0.8,2.0,20.0,499.73,1,3.0,0,1,0,22.72,-45.34,0.0909,440.0,0.0455,0.4368,0,0,1,0,1,1,0,0,1,0,1,0,0,0
0,56,10,231.0,7.1,0.0,110.13,1112.49,1,3.0,2,1,0,111.25,44.79,0.0,1101.3,0.1,0.4082,0,0,1,0,0,1,0,0,1,0,0,0,0,1
0,27,8,788.0,2.0,1.0,35.97,352.01,1,5.0,0,1,0,44.0,-29.37,0.125,287.76,0.125,0.6414,0,0,1,1,0,1,0,0,0,1,0,0,0,1
1,18,5,706.0,5.2,2.0,106.17,485.68,2,4.0,1,1,1,97.14,40.83,0.4,530.85,0.4,0.6129,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,59,12,217.0,4.1,3.5,114.53,1284.88,0,4.0,0,1,1,107.07,49.19,0.2917,1374.36,0.0,0.4038,0,1,0,0,0,0,0,0,0,1,0,0,0,1
0,38,5,463.0,5.3,3.0,79.09,374.05,0,5.0,0,1,0,74.81,13.75,0.6,395.45,0.0,0.5817,0,0,1,1,0,0,1,0,0,0,0,0,0,0
1,26,72,532.0,0.3,0.0,85.51,4466.516250000001,2,4.0,0,1,0,62.03,20.17,0.0,6156.72,0.0278,0.4498,0,0,1,0,1,0,0,0,0,0,0,0,1,0
1,64,4,643.0,13.4,2.0,58.45,230.26,1,4.0,1,1,0,57.56,-6.89,0.5,233.8,0.25,0.7501,0,0,0,1,0,0,0,1,0,1,0,0,0,0
0,32,58,497.0,0.1,2.0,67.14,3917.54,4,3.0,0,1,0,67.54,1.8,0.0345,3894.12,0.069,0.3725,0,0,1,1,0,0,0,0,0,1,0,0,1,0
0,52,13,657.0,0.1,1.0,42.3,500.22,1,1.0,0,1,1,38.48,-23.04,0.0769,549.9,0.0769,0.3138,0,0,0,1,0,0,0,0,1,0,1,0,0,0
1,22,11,485.0,1.3,0.0,96.09,1113.06,2,2.0,0,1,1,101.19,30.75,0.0,1056.99,0.1818,0.3315,0,0,1,0,0,1,0,0,0,0,0,0,0,1
0,58,6,622.0,15.25,2.0,122.36,724.67,0,4.0,2,1,0,120.78,57.02,0.3333,734.16,0.0,0.7784,0,0,1,1,0,0,1,0,0,1,0,0,0,0
1,39,24,226.0,0.4,0.0,96.22,2399.2,1,4.0,2,1,0,99.97,30.88,0.0,2309.28,0.0417,0.3345,0,1,0,1,0,0,1,0,1,0,1,0,0,0
1,58,27,494.0,10.4,3.0,56.51,1502.68,0,4.0,0,1,0,55.65,-8.83,0.1111,1525.77,0.0,0.634,0,0,1,1,0,0,1,0,0,0,0,1,0,0
1,40,15,730.0,0.9,3.5,36.68,616.38,1,4.0,1,1,0,41.09,-28.66,0.2333,550.2,0.0667,0.5375,0,0,1,1,0,0,0,1,0,1,1,0,0,0
1,24,1,782.0,0.6,0.0,112.99,49.89,0,3.0,0,1,1,49.89,47.65,0.0,112.99,0.0,0.4916,0,1,0,1,0,0,1,0,0,0,0,0,0,0
0,40,60,534.0,7.5,0.0,34.28,2057.83,2,2.0,1,1,0,34.3,-31.06,0.0,2056.8,0.0333,0.4722,0,0,1,0,1,0,0,1,1,0,0,0,1,0
1,61,72,480.0,9.4,1.0,71.46,4466.516250000001,1,3.0,0,1,0,62.03,6.12,0.0139,5145.12,0.0139,0.5489,0,1,0,0,0,1,0,0,1,0,0,0,1,0
1,42,13,773.0,7.9,2.0,86.84,1042.95,1,3.0,0,1,0,80.23,21.5,0.1538,1128.92,0.0769,0.6317,0,0,0,0,1,0,0,0,1,0,1,0,0,0
0,44,22,479.0,1.4,1.0,93.05,2027.51,0,3.0,1,1,0,92.16,27.71,0.0455,2047.1,0.0,0.3912,0,0,1,0,1,0,0,0,1,0,1,0,0,0
1,58,14,728.0,10.6,0.0,96.3,1398.81,1,4.0,1,1,0,99.92,30.96,0.0,1348.2,0.0714,0.7276,0,1,0,0,0,0,1,0,0,0,1,0,0,0
0,23,9,478.0,0.4,2.0,58.84,520.64,0,4.0,1,1,0,57.85,-6.5,0.2222,529.56,0.0,0.4311,0,1,0,1,0,0,0,0,0,0,0,0,0,1
0,51,1,507.0,2.1,0.0,52.21,144.28,0,2.0,0,1,0,144.28,-13.13,0.0,52.21,0.0,0.3557,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0,26,14,279.0,3.1,0.0,34.96,956.3499999999999,1,3.0,1,1,0,68.31,-30.38,0.0,489.44,0.0714,0.3479,0,1,0,0,0,0,0,0,1,0,1,0,0,0
1,66,40,250.0,0.4,2.0,20.0,844.2,1,2.0,1,1,0,21.1,-45.34,0.05,800.0,0.025,0.2237,0,0,0,1,0,1,0,0,1,0,0,1,0,0
0,50,1,695.0,4.3,2.0,67.28,69.9,0,2.0,1,1,1,69.9,1.94,2.0,67.28,0.0,0.471,0,0,1,0,1,1,0,0,1,0,0,0,0,0
0,68,20,844.0,4.1,2.0,95.62,1865.67,0,2.0,1,1,0,93.28,30.28,0.1,1912.4,0.0,0.5242,0,1,0,0,0,1,0,0,0,0,1,0,0,0
1,23,51,521.0,15.25,3.0,48.16,2480.5,2,4.0,0,0,0,48.64,-17.18,0.0588,2456.16,0.0392,0.7397,0,0,1,0,1,1,0,0,1,0,0,0,1,0
0,54,5,466.0,4.9,2.0,73.54,375.01,0,3.0,1,1,0,75.0,8.2,0.4,367.7,0.0,0.455,0,0,1,1,0,1,0,0,1,0,0,0,0,0
0,48,4,704.0,2.5,1.0,77.74,333.18,0,4.0,1,0,0,83.3,12.4,0.25,310.96,0.0,0.559,0,0,0,0,1,1,0,0,0,1,0,0,0,0
0,51,35,567.0,7.8,3.0,53.38,1884.51,4,3.0,1,1,1,53.84,-11.96,0.0857,1868.3,0.1143,0.5508,0,0,1,0,1,0,1,0,0,0,0,1,0,0
0,58,7,50.0,2.0,3.0,82.22,615.77,0,3.0,0,0,1,87.97,16.88,0.4286,575.54,0.0,0.2385,0,0,0,0,1,0,0,0,0,1,0,0,0,1
0,46,5,698.0,3.8,3.5,133.08375,733.72,2,3.0,3,1,1,146.74,67.74,0.7,665.42,0.4,0.5223,0,0,1,1,0,1,0,0,0,1,0,0,0,0
1,31,11,232.0,0.3,2.0,62.81,635.37,1,1.0,2,1,0,57.76,-2.53,0.1818,690.91,0.0909,0.1548,0,1,0,0,1,0,0,0,0,0,0,0,0,1
0,53,11,497.0,1.9,0.0,72.79,760.47,1,1.0,0,1,1,69.13,7.45,0.0,800.69,0.0909,0.2879,0,0,1,0,0,0,0,1,0,0,0,0,0,1
