CustomerID,Gender,Age,Location,Tenure_Months,Contract_Type,Payment_Method,Monthly_Minutes,Data_Usage_GB,Support_Calls,Monthly_Charges,Total_Charges,Late_Payments,Satisfaction_Score,Complaints,Internet_Service,Phone_Service,Churn
CUST-02805,Male,23,Urban,19,Month-to-Month,Electronic Check,610,5.3,0,46.75,822.62,1,2.0,1,DSL,Yes,1
CUST-02806,Male,36,Urban,36,Month-to-Month,Bank Transfer,190,0.3,0,50.67,1834.98,1,4.0,1,DSL,Yes,0
CUST-02807,Male,65,Suburban,28,Month-to-Month,Mailed Check,382,6.8,1,74.11,2041.1,1,1.0,2,Fiber Optic,Yes,1
CUST-02808,Male,64,Rural,57,Month-to-Month,Electronic Check,526,7.9,3,23.39,1321.37,1,3.0,1,Fiber Optic,Yes,0
CUST-02809,Male,24,Rural,52,One Year,Mailed Check,431,3.2,3,59.44,3047.91,1,5.0,0,DSL,Yes,0
CUST-02810,Female,33,Suburban,37,Month-to-Month,Bank Transfer,419,2.6,1,37.3,1346.57,1,3.0,0,Fiber Optic,Yes,1
CUST-02811,Male,22,Rural,15,One Year,Bank Transfer,355,2.1,2,58.28,916.55,1,1.0,0,DSL,Yes,0
CUST-02812,Male,33,Suburban,8,Two Year,Bank Transfer,256,13.1,1,77.68,589.84,2,1.0,1,DSL,Yes,0
CUST-02813,Male,18,Rural,16,Month-to-Month,Credit Card,372,7.0,0,36.1,588.3,4,1.0,1,Fiber Optic,Yes,1
CUST-02814,Female,68,Suburban,16,Month-to-Month,Mailed Check,631,6.0,1,33.33,499.24,0,5.0,0,DSL,No,0
CUST-02815,Female,54,Urban,22,Month-to-Month,Electronic Check,413,13.0,2,51.99,1131.59,2,5.0,0,No,Yes,0
CUST-02816,Female,56,Urban,4,Month-to-Month,Electronic Check,533,2.1,3,50.85,93.49,1,3.0,2,DSL,Yes,1
CUST-02817,Female,36,Suburban,25,One Year,Mailed Check,723,5.0,2,82.87,2017.33,1,1.0,3,DSL,Yes,1
CUST-02818,Male,54,Urban,14,Month-to-Month,Mailed Check,619,5.8,0,20.0,309.87,2,5.0,2,No,Yes,1
CUST-02819,Male,34,Urban,23,Month-to-Month,Credit Card,244,27.9,1,60.28,1325.5,0,4.0,1,DSL,Yes,0
CUST-02820,Female,43,Suburban,6,Month-to-Month,Electronic Check,589,2.8,2,40.71,242.57,2,,1,Fiber Optic,Yes,1
CUST-02821,Female,39,Rural,13,Two Year,Electronic Check,709,2.6,3,30.99,399.73,2,4.0,0,No,Yes,0
CUST-02822,Male,25,Urban,5,One Year,Bank Transfer,383,0.4,3,37.11,229.84,0,2.0,2,DSL,Yes,0
CUST-02823,Male,50,Suburban,49,Two Year,Mailed Check,182,0.5,2,43.17,2044.66,2,4.0,0,Fiber Optic,Yes,0
CUST-02824,Female,19,Suburban,16,Two Year,Mailed Check,411,3.6,1,33.85,541.1,2,2.0,2,DSL,Yes,0
CUST-02825,Female,47,Rural,6,Month-to-Month,Electronic Check,537,0.9,1,40.72,214.6,1,1.0,0,Fiber Optic,Yes,1
CUST-02826,Female,64,Rural,1,Month-to-Month,Bank Transfer,618,0.4,0,57.94,142.55,1,3.0,1,Fiber Optic,Yes,0
CUST-02827,Female,37,Suburban,27,Month-to-Month,Electronic Check,395,16.7,1,37.01,1099.88,1,1.0,3,DSL,Yes,1
CUST-02828,Male,35,Suburban,5,One Year,Bank Transfer,92,15.1,0,63.36,371.6,1,5.0,0,Fiber Optic,Yes,0
CUST-02829,Male,60,Urban,72,One Year,Credit Card,244,2.0,3,75.67,5489.48,0,2.0,1,Fiber Optic,Yes,0
CUST-02830,Male,27,Suburban,18,Month-to-Month,Bank Transfer,571,7.8,1,69.49,1237.89,0,2.0,0,Fiber Optic,Yes,0
CUST-02831,Female,41,Suburban,8,Month-to-Month,Credit Card,898,10.3,2,53.8,423.39,2,2.0,0,No,Yes,1
CUST-02832,Female,21,Rural,25,Month-to-Month,Bank Transfer,495,3.1,1,67.74,1675.27,3,3.0,1,No,Yes,0
CUST-02833,Male,54,Suburban,7,Two Year,Electronic Check,762,1.3,1,25.42,194.3,0,2.0,3,DSL,Yes,0
CUST-02834,Male,21,Urban,41,Two Year,Credit Card,288,0.7,4,29.99,1194.87,0,1.0,3,No,Yes,0
CUST-02835,Male,30,Suburban,8,Month-to-Month,Electronic Check,370,0.8,2,71.46,517.02,3,1.0,0,DSL,Yes,1
CUST-02836,Male,42,Urban,72,Month-to-Month,Credit Card,50,8.0,2,54.47,3895.44,0,2.0,0,Fiber Optic,No,0
CUST-02837,Female,30,Urban,22,Month-to-Month,Bank Transfer,573,2.4,0,57.03,1228.3,0,3.0,0,DSL,No,1
CUST-02838,Male,35,Urban,44,Two Year,Electronic Check,321,5.9,0,51.22,2191.86,1,2.0,0,Fiber Optic,No,0
CUST-02839,Male,41,Urban,1,Two Year,Electronic Check,619,3.9,1,83.87,167.45,2,5.0,0,Fiber Optic,Yes,0
CUST-02840,Male,19,Suburban,10,Month-to-Month,Electronic Check,399,2.5,0,101.28,1056.94,0,2.0,3,DSL,Yes,0
CUST-02841,Male,65,Urban,32,Month-to-Month,Bank Transfer,904,0.7,1,49.13,1598.53,2,3.0,2,Fiber Optic,Yes,1
CUST-02842,Male,50,Urban,25,Month-to-Month,Credit Card,858,2.0,0,64.04,1585.46,1,4.0,0,No,Yes,1
CUST-02843,Male,36,Rural,5,One Year,Electronic Check,50,9.2,2,81.41,404.86,0,1.0,1,No,Yes,0
CUST-02844,Male,26,Urban,10,One Year,Bank Transfer,618,8.3,5,78.27,834.92,0,5.0,1,No,No,1
CUST-02845,Female,45,Urban,7,One Year,Bank Transfer,351,0.1,1,41.96,332.86,0,1.0,0,DSL,Yes,0
CUST-02846,Female,52,Urban,22,Two Year,Credit Card,629,0.8,2,20.0,499.73,1,3.0,0,Fiber Optic,Yes,0
CUST-02847,Female,56,Urban,10,Month-to-Month,Credit Card,231,7.1,0,110.13,1112.49,1,3.0,2,Fiber Optic,Yes,0
CUST-02848,Female,27,Urban,8,One Year,Credit Card,788,2.0,1,35.97,352.01,1,5.0,0,No,Yes,0
CUST-02849,Male,18,Urban,5,Month-to-Month,Bank Transfer,706,5.2,2,106.17,485.68,2,4.0,1,Fiber Optic,Yes,1
CUST-02850,Female,59,Suburban,12,Month-to-Month,Bank Transfer,217,4.1,4,114.53,1284.88,0,4.0,0,No,Yes,1
CUST-02851,Female,38,Urban,5,One Year,Electronic Check,463,5.3,3,79.09,374.05,0,5.0,0,DSL,Yes,0
CUST-02852,Male,26,Urban,72,Two Year,Bank Transfer,532,0.3,0,85.51,6120.49,2,4.0,0,DSL,Yes,0
CUST-02853,Male,64,Rural,4,One Year,Mailed Check,643,13.4,2,58.45,230.26,1,4.0,1,No,Yes,0
CUST-02854,Female,32,Urban,58,One Year,Bank Transfer,497,0.1,2,67.14,3917.54,4,3.0,0,No,Yes,0
CUST-02855,Female,52,Rural,13,One Year,Bank Transfer,657,0.1,1,42.3,500.22,1,1.0,0,Fiber Optic,Yes,1
CUST-02856,Male,22,Urban,11,Month-to-Month,Credit Card,485,1.3,0,96.09,1113.06,2,2.0,0,DSL,Yes,1
CUST-02857,Female,58,Urban,6,One Year,Electronic Check,622,25.2,2,122.36,724.67,0,4.0,2,No,Yes,0
CUST-02858,Male,39,Suburban,24,One Year,Electronic Check,226,0.4,0,96.22,2399.2,1,4.0,2,Fiber Optic,Yes,0
CUST-02859,Male,58,Urban,27,One Year,Electronic Check,494,10.4,3,56.51,1502.68,0,4.0,0,DSL,Yes,0
CUST-02860,Male,40,Urban,15,One Year,Mailed Check,730,0.9,5,36.68,616.38,1,4.0,1,No,Yes,0
CUST-02861,Male,24,Suburban,1,One Year,Electronic Check,782,0.6,0,112.99,49.89,0,3.0,0,DSL,Yes,1
CUST-02862,Female,40,Urban,60,Two Year,Mailed Check,534,7.5,0,34.28,2057.83,2,2.0,1,Fiber Optic,Yes,0
CUST-02863,Male,61,Suburban,72,Month-to-Month,Credit Card,480,9.4,1,71.46,5152.12,1,3.0,0,Fiber Optic,Yes,0
CUST-02864,Male,42,Rural,13,Two Year,Bank Transfer,773,7.9,2,86.84,1042.95,1,3.0,0,Fiber Optic,Yes,0
CUST-02865,Female,44,Urban,22,Two Year,Bank Transfer,479,1.4,1,93.05,2027.51,0,3.0,1,Fiber Optic,Yes,0
CUST-02866,Male,58,Suburban,14,Month-to-Month,Electronic Check,728,10.6,0,96.3,1398.81,1,4.0,1,DSL,Yes,0
CUST-02867,Female,23,Suburban,9,One Year,Bank Transfer,478,0.4,2,58.84,520.64,0,4.0,1,DSL,Yes,0
CUST-02868,Female,51,Rural,1,Month-to-Month,Electronic Check,507,2.1,0,52.21,144.28,0,2.0,0,Fiber Optic,Yes,0
CUST-02869,Female,26,Suburban,14,Month-to-Month,Bank Transfer,279,3.1,0,34.96,,1,3.0,1,Fiber Optic,Yes,0
CUST-02870,Male,66,Rural,40,One Year,Credit Card,250,0.4,2,20.0,844.2,1,2.0,1,Fiber Optic,Yes,0
CUST-02871,Female,50,Urban,1,Two Year,Credit Card,695,4.3,2,67.28,69.9,0,2.0,1,Fiber Optic,Yes,1
CUST-02872,Female,68,Suburban,20,Month-to-Month,Credit Card,844,4.1,2,95.62,1865.67,0,2.0,1,DSL,Yes,0
CUST-02873,Male,23,Urban,51,Two Year,Credit Card,521,24.3,3,48.16,2480.5,2,4.0,0,Fiber Optic,No,0
CUST-02874,Female,54,Urban,5,One Year,Credit Card,466,4.9,2,73.54,375.01,0,3.0,1,Fiber Optic,Yes,0
CUST-02875,Female,48,Rural,4,Two Year,Credit Card,704,2.5,1,77.74,333.18,0,4.0,1,No,No,0
CUST-02876,Female,51,Urban,35,Two Year,Electronic Check,567,7.8,3,53.38,1884.51,4,3.0,1,DSL,Yes,1
CUST-02877,Female,58,Rural,7,Two Year,Bank Transfer,50,2.0,3,82.22,615.77,0,3.0,0,No,No,1
CUST-02878,Female,46,Urban,5,One Year,Credit Card,698,3.8,4,134.11,733.72,2,3.0,3,No,Yes,1
CUST-02879,Male,31,Suburban,11,Two Year,Bank Transfer,232,0.3,2,62.81,635.37,1,1.0,2,DSL,Yes,0
CUST-02880,Female,53,Urban,11,Month-to-Month,Mailed Check,497,1.9,0,72.79,760.47,1,1.0,0,DSL,Yes,1
CUST-02881,Female,53,Urban,49,Month-to-Month,Bank Transfer,411,3.8,2,67.64,3275.57,1,2.0,2,Fiber Optic,No,1
CUST-02882,Male,32,Urban,23,Month-to-Month,Mailed Check,371,6.1,1,20.0,411.97,1,4.0,0,DSL,Yes,0
CUST-02883,Male,25,Suburban,12,One Year,Bank Transfer,509,0.5,1,20.0,172.94,1,4.0,1,Fiber Optic,Yes,0
CUST-02884,Male,43,Urban,18,Month-to-Month,Mailed Check,678,8.0,0,69.0,1242.58,0,2.0,1,Fiber Optic,Yes,0
CUST-02885,Female,53,Suburban,72,Month-to-Month,Credit Card,506,11.5,2,63.6,4551.65,0,2.0,0,DSL,Yes,0
CUST-02886,Male,65,Urban,2,Two Year,Credit Card,781,1.6,0,46.78,132.62,2,2.0,0,DSL,Yes,0
CUST-02887,Female,38,Urban,5,One Year,Electronic Check,806,7.2,3,67.4,400.62,0,4.0,0,DSL,Yes,1
CUST-02888,Female,45,Urban,72,Two Year,Mailed Check,804,1.0,3,83.54,6015.77,1,5.0,2,DSL,No,0
CUST-02889,Male,21,Urban,72,Month-to-Month,Electronic Check,488,3.7,3,33.68,2474.02,2,2.0,3,DSL,Yes,1
CUST-02890,Male,33,Suburban,4,Month-to-Month,Electronic Check,404,8.0,1,47.59,191.2,1,3.0,1,No,Yes,1
CUST-02891,Female,39,Rural,3,Month-to-Month,Credit Card,493,2.4,1,20.0,115.32,0,2.0,0,DSL,Yes,1
CUST-02892,Male,29,Urban,13,Month-to-Month,Bank Transfer,725,0.1,0,82.48,1150.07,0,4.0,2,DSL,Yes,0
CUST-02893,Female,33,Suburban,1,Month-to-Month,Credit Card,713,3.9,1,91.43,52.85,2,3.0,0,Fiber Optic,Yes,0
CUST-02894,Male,68,Suburban,25,Month-to-Month,Bank Transfer,50,9.3,0,72.01,1835.46,0,5.0,0,DSL,No,0
CUST-02895,Male,57,Urban,1,Month-to-Month,Credit Card,561,0.6,0,24.99,42.02,0,5.0,0,Fiber Optic,Yes,0
CUST-02896,Male,55,Urban,1,One Year,Bank Transfer,50,0.2,2,90.08,73.66,2,4.0,1,DSL,Yes,0
CUST-02897,Female,59,Suburban,15,Month-to-Month,Electronic Check,496,8.3,2,76.75,1087.54,2,2.0,1,DSL,Yes,0
CUST-02898,Male,54,Urban,72,Month-to-Month,Credit Card,394,1.6,2,47.95,3458.4,0,3.0,0,Fiber Optic,No,0
CUST-02899,Female,46,Urban,13,One Year,Bank Transfer,332,2.3,1,85.23,1108.0,3,3.0,0,DSL,Yes,1
CUST-02900,Female,35,Urban,10,One Year,Credit Card,669,0.5,0,76.79,742.87,1,3.0,1,DSL,Yes,0
CUST-02901,Female,27,Suburban,72,Two Year,Credit Card,370,0.5,1,44.11,3139.61,0,3.0,4,DSL,Yes,0
CUST-02902,Female,59,Urban,18,Month-to-Month,Bank Transfer,498,4.8,0,33.52,722.5,0,4.0,0,No,Yes,0
CUST-02903,Male,56,Urban,11,Two Year,Credit Card,313,4.0,0,48.55,499.5,1,3.0,1,DSL,Yes,0
CUST-02904,Female,35,Urban,11,Two Year,Mailed Check,514,1.7,0,66.39,766.44,0,5.0,3,Fiber Optic,Yes,0
CUST-02905,Female,18,Urban,5,One Year,Bank Transfer,691,3.0,0,86.83,440.13,0,1.0,3,Fiber Optic,Yes,0
CUST-02906,Male,56,Urban,17,Month-to-Month,Credit Card,324,2.5,1,48.36,861.95,2,3.0,1,Fiber Optic,No,1
CUST-02907,Female,38,Rural,13,Month-to-Month,Bank Transfer,627,5.9,3,50.62,536.62,1,,2,Fiber Optic,Yes,1
CUST-02908,Male,18,Urban,7,One Year,Credit Card,511,9.9,2,41.74,375.15,1,2.0,1,No,Yes,0
CUST-02909,Female,32,Suburban,4,One Year,Credit Card,509,7.2,2,88.7,319.8,0,1.0,1,DSL,No,0
CUST-02910,Male,21,Urban,8,Two Year,Credit Card,429,0.1,1,84.53,630.25,2,3.0,0,DSL,No,0
CUST-02911,Female,37,Suburban,17,One Year,Credit Card,654,0.5,0,54.04,1000.6,2,3.0,2,No,Yes,0
CUST-02912,Male,27,Suburban,1,Two Year,Electronic Check,634,2.8,2,31.51,49.36,0,5.0,1,No,No,1
CUST-02913,Female,40,Urban,4,Two Year,Electronic Check,473,9.5,1,67.09,271.96,0,4.0,0,Fiber Optic,No,0
CUST-02914,Female,58,Suburban,70,Two Year,Bank Transfer,540,1.4,5,24.44,1653.58,3,4.0,1,No,Yes,0
CUST-02915,Male,51,Urban,18,Month-to-Month,Electronic Check,648,10.6,2,32.86,559.99,2,5.0,1,DSL,No,0
CUST-02916,Male,63,Suburban,1,Month-to-Month,Bank Transfer,608,0.6,0,86.3,129.05,2,3.0,0,DSL,Yes,0
CUST-02917,Male,65,Urban,28,One Year,Credit Card,438,0.4,4,116.66,3279.32,0,4.0,0,DSL,Yes,1
CUST-02918,Male,50,Rural,1,One Year,Bank Transfer,733,12.2,2,20.0,20.0,1,5.0,2,Fiber Optic,Yes,0
CUST-02919,Female,51,Suburban,32,Month-to-Month,Electronic Check,672,0.9,2,76.37,2496.38,2,2.0,0,DSL,No,0
CUST-02920,Female,56,Rural,33,One Year,Credit Card,922,3.1,1,20.0,640.17,1,2.0,5,DSL,Yes,0
CUST-02921,Male,27,Suburban,25,One Year,Electronic Check,186,2.0,2,60.42,1567.6,2,1.0,1,Fiber Optic,Yes,0
CUST-02922,Female,37,Urban,31,Month-to-Month,Electronic Check,640,0.8,3,47.89,1477.21,4,2.0,3,Fiber Optic,Yes,1
CUST-02923,Male,18,Suburban,2,One Year,Mailed Check,730,5.0,2,76.66,159.92,1,1.0,1,Fiber Optic,Yes,1
CUST-02924,Male,30,Rural,31,Two Year,Credit Card,701,16.6,2,74.7,2363.93,1,4.0,1,Fiber Optic,Yes,0
CUST-02925,Female,18,Rural,3,One Year,Credit Card,449,5.4,1,85.27,239.25,1,3.0,0,No,Yes,0
CUST-02926,Female,22,Urban,9,One Year,Credit Card,227,2.2,0,31.47,254.56,1,4.0,1,No,Yes,0
CUST-02927,Female,33,Suburban,68,Month-to-Month,Mailed Check,807,6.2,1,75.5,5071.36,2,1.0,0,DSL,Yes,0
CUST-02928,Female,32,Urban,16,One Year,Electronic Check,403,0.8,1,70.65,1139.14,3,5.0,0,DSL,Yes,1
CUST-02929,Female,66,Suburban,72,Two Year,Electronic Check,440,4.3,2,61.0,4374.25,1,1.0,1,Fiber Optic,Yes,1
CUST-02930,Female,45,Urban,2,Month-to-Month,Bank Transfer,913,3.2,2,89.01,206.07,0,4.0,1,No,Yes,1
CUST-02931,Female,48,Urban,15,Month-to-Month,Bank Transfer,245,2.2,2,99.97,1487.5,3,3.0,2,DSL,Yes,0
CUST-02932,Male,40,Rural,1,One Year,Credit Card,663,6.7,2,69.8,93.16,0,2.0,0,DSL,Yes,0
CUST-02933,Male,65,Urban,23,Two Year,Electronic Check,349,0.6,0,22.7,542.83,2,2.0,1,Fiber Optic,Yes,0
CUST-02934,Male,62,Suburban,1,Month-to-Month,Electronic Check,344,3.8,0,94.01,63.17,1,1.0,0,Fiber Optic,Yes,0
CUST-02935,Male,60,Suburban,4,Month-to-Month,Bank Transfer,533,9.6,1,60.14,294.97,0,3.0,0,No,Yes,0
CUST-02936,Male,34,Urban,7,Month-to-Month,Bank Transfer,635,1.1,1,78.65,516.11,1,4.0,0,Fiber Optic,Yes,1
CUST-02937,Female,66,Urban,33,Month-to-Month,Electronic Check,690,1.5,2,63.91,2027.65,0,2.0,0,Fiber Optic,Yes,0
CUST-02938,Male,51,Suburban,4,One Year,Credit Card,716,5.4,5,24.32,86.03,0,3.0,2,No,Yes,1
CUST-02939,Male,30,Urban,44,Two Year,Mailed Check,358,7.4,2,47.46,2004.04,1,3.0,0,No,Yes,0
CUST-02940,Male,31,Suburban,3,Month-to-Month,Bank Transfer,271,1.7,3,86.73,269.34,2,2.0,2,DSL,Yes,1
CUST-02941,Male,28,Rural,1,One Year,Bank Transfer,431,2.2,1,37.42,20.0,2,5.0,0,DSL,No,0
CUST-02942,Male,45,Urban,12,Two Year,Electronic Check,569,6.7,2,57.61,743.18,0,5.0,1,Fiber Optic,Yes,0
CUST-02943,Male,59,Urban,72,Month-to-Month,Electronic Check,458,1.7,2,91.22,6579.14,1,4.0,2,Fiber Optic,Yes,1
CUST-02944,Male,49,Urban,2,One Year,Credit Card,50,5.5,1,87.27,90.12,0,3.0,0,DSL,No,0
CUST-02945,Female,52,Suburban,2,One Year,Mailed Check,134,0.9,1,108.14,221.49,1,3.0,0,Fiber Optic,Yes,1
CUST-02946,Female,48,Urban,33,Month-to-Month,Mailed Check,451,2.6,1,64.2,2232.86,2,3.0,0,DSL,Yes,0
CUST-02947,Male,34,Urban,8,Month-to-Month,Bank Transfer,671,5.8,3,79.88,692.13,0,1.0,0,DSL,No,1
CUST-02948,Female,64,Suburban,30,One Year,Electronic Check,319,3.1,2,70.0,2158.21,3,4.0,0,DSL,No,0
CUST-02949,Female,26,Rural,5,Month-to-Month,Electronic Check,646,0.1,2,20.23,190.66,0,4.0,0,DSL,Yes,1
CUST-02950,Female,27,Urban,14,Month-to-Month,Bank Transfer,200,2.6,2,92.08,1325.6,2,3.0,1,DSL,Yes,1
CUST-02951,Female,25,Urban,7,Two Year,Mailed Check,551,1.7,2,63.22,420.04,1,3.0,1,DSL,Yes,0
CUST-02952,Male,38,Rural,14,One Year,Credit Card,552,0.5,1,65.92,974.89,4,1.0,2,DSL,Yes,0
CUST-02953,Female,30,Suburban,35,Two Year,Credit Card,593,0.1,0,78.14,2773.71,0,1.0,0,DSL,Yes,0
CUST-02954,Female,67,Suburban,34,Month-to-Month,Mailed Check,298,0.2,3,64.33,2166.44,0,5.0,1,DSL,No,1
CUST-02955,Female,22,Suburban,17,Two Year,Credit Card,190,14.9,0,26.38,418.33,0,2.0,1,DSL,Yes,0
CUST-02956,Male,23,Rural,63,One Year,Electronic Check,645,6.9,1,26.36,1667.98,1,3.0,1,DSL,Yes,0
CUST-02957,Male,47,Suburban,7,Two Year,Credit Card,194,14.0,0,60.76,346.16,1,1.0,1,No,Yes,0
CUST-02958,Male,48,Rural,6,Month-to-Month,Mailed Check,345,0.6,1,51.59,279.05,1,2.0,1,Fiber Optic,Yes,1
CUST-02959,Male,34,Suburban,22,Month-to-Month,Electronic Check,778,4.2,0,57.46,1276.98,0,4.0,0,Fiber Optic,Yes,1
CUST-02960,Male,28,Suburban,23,One Year,Mailed Check,533,0.4,1,39.1,830.74,2,1.0,0,DSL,Yes,0
CUST-02961,Male,37,Urban,1,One Year,Mailed Check,573,0.1,3,44.87,43.49,1,3.0,2,Fiber Optic,Yes,1
CUST-02962,Male,65,Urban,22,Two Year,Credit Card,624,3.1,0,42.34,850.81,0,5.0,1,DSL,No,0
CUST-02963,Female,26,Suburban,11,Month-to-Month,Bank Transfer,617,5.2,2,50.27,485.17,0,5.0,0,No,Yes,1
CUST-02964,Female,19,Urban,33,Two Year,Electronic Check,495,0.3,1,58.1,1813.91,0,2.0,1,Fiber Optic,No,1
CUST-02965,Female,54,Suburban,39,Two Year,Electronic Check,319,2.3,2,87.02,3426.51,1,3.0,0,Fiber Optic,Yes,0
CUST-02966,Male,18,Urban,19,One Year,Credit Card,1036,0.5,1,91.97,1716.36,1,5.0,4,Fiber Optic,Yes,0
CUST-02967,Male,21,Suburban,1,Month-to-Month,Mailed Check,441,2.2,1,98.4,204.5,1,3.0,1,Fiber Optic,Yes,0
CUST-02968,Male,53,Urban,24,Two Year,Credit Card,566,3.2,1,61.31,1446.54,1,3.0,2,Fiber Optic,Yes,0
CUST-02969,Male,42,Suburban,33,One Year,Mailed Check,588,2.1,2,50.3,1651.31,0,4.0,3,Fiber Optic,Yes,0
CUST-02970,Male,20,Suburban,6,Two Year,Bank Transfer,393,4.3,3,30.53,175.63,1,5.0,0,Fiber Optic,Yes,0
CUST-02971,Female,26,Urban,14,Two Year,Bank Transfer,414,4.4,0,73.15,960.23,0,3.0,0,No,Yes,0
CUST-02972,Female,39,Suburban,72,Month-to-Month,Bank Transfer,797,2.0,2,61.86,4465.98,0,2.0,1,DSL,Yes,0
CUST-02973,Male,40,Urban,8,One Year,Credit Card,352,2.5,0,67.23,541.19,3,1.0,3,DSL,Yes,1
CUST-02974,Male,29,Urban,6,Month-to-Month,Bank Transfer,582,2.9,0,70.41,422.56,1,2.0,0,Fiber Optic,Yes,1
CUST-02975,Male,27,Urban,5,Two Year,Bank Transfer,679,2.4,2,92.8,443.24,1,4.0,0,No,Yes,1
CUST-02976,Male,51,Urban,19,Month-to-Month,Bank Transfer,457,7.1,3,76.83,1457.22,1,5.0,0,Fiber Optic,No,1
CUST-02977,Female,60,Rural,71,Month-to-Month,Electronic Check,481,0.8,2,72.8,5101.45,1,5.0,2,Fiber Optic,Yes,1
CUST-02978,Male,27,Urban,22,Two Year,Bank Transfer,691,9.7,3,43.13,986.37,1,1.0,0,DSL,Yes,0
CUST-02979,Male,47,Suburban,8,Month-to-Month,Bank Transfer,472,2.0,3,102.98,814.9,0,5.0,0,Fiber Optic,Yes,0
CUST-02980,Male,39,Urban,24,One Year,Mailed Check,84,6.4,3,63.79,1605.72,2,2.0,1,DSL,Yes,1
CUST-02981,Male,23,Suburban,23,Month-to-Month,Electronic Check,800,10.8,1,61.76,1441.84,0,4.0,3,No,Yes,1
CUST-02982,Female,67,Urban,21,One Year,Credit Card,304,10.9,0,75.88,1587.44,1,5.0,0,Fiber Optic,Yes,0
CUST-02983,Male,19,Suburban,4,One Year,Electronic Check,543,3.0,1,45.8,190.33,0,1.0,3,No,Yes,1
CUST-02984,Male,47,Suburban,24,Month-to-Month,Mailed Check,236,1.5,1,81.99,1998.03,0,1.0,1,DSL,Yes,1
CUST-02985,Female,19,Suburban,13,Two Year,Mailed Check,397,4.7,3,105.8,1415.16,1,3.0,1,Fiber Optic,Yes,0
CUST-02986,Female,49,Urban,1,Month-to-Month,Electronic Check,412,1.0,1,50.64,36.92,2,1.0,2,Fiber Optic,Yes,1
CUST-02987,Female,59,Suburban,18,Month-to-Month,Electronic Check,534,7.8,4,66.66,1224.39,2,4.0,0,DSL,Yes,0
CUST-02988,Male,33,Urban,72,Month-to-Month,Credit Card,324,6.2,1,52.85,3797.44,0,2.0,0,Fiber Optic,Yes,1
CUST-02989,Male,29,Urban,10,One Year,Electronic Check,896,7.9,3,73.72,822.86,3,3.0,0,Fiber Optic,Yes,1
CUST-02990,Female,18,Urban,72,Month-to-Month,Electronic Check,504,2.8,0,79.41,5723.23,2,5.0,0,DSL,Yes,0
CUST-02991,Female,25,Urban,2,Month-to-Month,Credit Card,676,4.1,7,76.14,219.83,1,5.0,1,Fiber Optic,Yes,0
CUST-02992,Female,65,Urban,31,Two Year,Credit Card,498,0.5,2,84.9,2671.53,1,2.0,2,Fiber Optic,Yes,0
CUST-02993,Female,67,Suburban,2,Month-to-Month,Bank Transfer,699,5.8,2,30.35,83.36,0,3.0,2,Fiber Optic,Yes,1
CUST-02994,Female,30,Urban,7,Month-to-Month,Electronic Check,79,3.3,2,81.16,623.91,2,4.0,0,No,No,0
CUST-02995,Female,32,Urban,20,Month-to-Month,Credit Card,359,3.6,3,69.03,1398.31,0,4.0,1,No,No,1
CUST-02996,Male,61,Urban,21,Month-to-Month,Electronic Check,395,9.4,3,115.32,2351.82,2,4.0,1,Fiber Optic,Yes,1
CUST-02997,Male,25,Suburban,35,Month-to-Month,Mailed Check,394,7.4,2,59.37,2061.38,0,2.0,1,Fiber Optic,Yes,1
CUST-02998,Male,27,Suburban,22,Month-to-Month,Credit Card,603,3.8,0,110.07,2419.34,1,2.0,0,DSL,Yes,1
CUST-02999,Female,63,Urban,21,Month-to-Month,Mailed Check,617,2.2,1,93.81,1981.14,0,4.0,1,DSL,No,0
CUST-03000,Female,22,Suburban,58,Month-to-Month,Bank Transfer,485,3.0,1,89.63,5241.45,2,5.0,1,DSL,Yes,0
CUST-03001,Female,67,Suburban,14,Month-to-Month,Credit Card,490,2.2,2,66.81,900.9,0,2.0,1,DSL,Yes,1
CUST-03002,Female,36,Urban,6,One Year,Credit Card,988,0.8,0,104.46,531.2,1,5.0,2,DSL,Yes,1
CUST-03003,Female,64,Suburban,4,One Year,Bank Transfer,564,5.2,2,41.88,144.7,1,3.0,1,DSL,Yes,1
CUST-03004,Female,55,Suburban,12,Month-to-Month,Credit Card,54,5.9,1,82.15,1010.8,0,4.0,1,Fiber Optic,Yes,0
CUST-03005,Male,28,Suburban,29,Two Year,Electronic Check,654,17.7,1,113.0,3275.43,0,4.0,2,Fiber Optic,Yes,0
CUST-03006,Male,60,Urban,1,Two Year,Electronic Check,611,3.0,2,57.18,20.0,1,2.0,1,DSL,Yes,1
CUST-03007,Female,37,Urban,3,Two Year,Mailed Check,731,29.6,4,78.33,260.86,2,2.0,0,Fiber Optic,Yes,1
CUST-03008,Male,37,Urban,2,Month-to-Month,Electronic Check,619,1.0,3,40.98,97.62,1,2.0,0,Fiber Optic,Yes,1
CUST-03009,Female,38,Suburban,21,One Year,Bank Transfer,319,5.3,2,113.78,2381.52,0,4.0,1,Fiber Optic,Yes,0
CUST-03010,Male,35,Rural,6,Month-to-Month,Credit Card,678,26.3,0,57.46,485.78,0,3.0,0,No,Yes,1
CUST-03011,Female,67,Urban,4,Two Year,Electronic Check,519,5.1,2,62.73,174.02,1,5.0,0,DSL,No,0
